Date,Close/Last,Volume,Open,High,Low
11/24/2023,$102.78,3206415,$103.44,$103.60,$102.465
11/22/2023,$103.44,4831074,$104.16,$104.68,$103.28
11/21/2023,$103.69,6148980,$104.45,$104.68,$103.17
11/20/2023,$104.30,9800973,$105.21,$105.47,$103.86
11/17/2023,$105.57,6343048,$107.18,$107.50,$105.48
11/16/2023,$107.21,8037166,$106.28,$107.66,$106.20
11/15/2023,$106.03,7980174,$105.66,$106.54,$105.66
11/14/2023,$105.60,8322991,$104.48,$105.82,$104.2403
11/13/2023,$103.51,7120802,$103.92,$104.23,$102.955
11/10/2023,$104.33,7340029,$102.60,$104.345,$101.98
11/09/2023,$102.23,7607049,$104.30,$104.46,$102.03
11/08/2023,$104.30,7452971,$103.74,$104.815,$103.65
11/07/2023,$103.68,6239517,$104.23,$104.39,$103.325
11/06/2023,$104.03,7532035,$102.87,$104.09,$101.97
11/03/2023,$102.65,15995730,$100.62,$103.77,$100.50
11/02/2023,$100.01,23396320,$100.99,$101.92,$99.74
11/01/2023,$91.35,14292510,$91.83,$91.86,$90.55
10/31/2023,$92.24,9308255,$93.17,$93.32,$91.995
10/30/2023,$93.15,7852882,$93.12,$93.71,$92.72
10/27/2023,$92.02,8293588,$92.64,$93.73,$91.77
10/26/2023,$92.67,6201678,$93.81,$94.476,$92.60
10/25/2023,$94.00,5497301,$94.32,$95.36,$93.97
10/24/2023,$94.62,3600227,$94.28,$94.98,$94.06
10/23/2023,$94.20,4481004,$93.93,$95.03,$93.29
10/20/2023,$94.19,4698978,$94.62,$95.09,$94.14
10/19/2023,$94.42,5611009,$94.37,$95.66,$94.17
10/18/2023,$93.75,4110651,$93.94,$94.53,$93.50
10/17/2023,$94.18,6086690,$92.75,$94.19,$92.6315
10/16/2023,$93.65,4595886,$92.17,$93.855,$91.85
10/13/2023,$91.48,4780570,$91.28,$92.06,$91.05
10/12/2023,$91.42,5485215,$91.84,$92.25,$90.77
10/11/2023,$91.95,4499170,$93.29,$93.6286,$91.845
10/10/2023,$93.18,4974831,$92.96,$93.97,$92.87
10/09/2023,$92.68,4120707,$92.45,$92.79,$91.43
10/06/2023,$92.85,6979313,$92.00,$93.34,$91.6787
10/05/2023,$92.37,7548837,$91.14,$93.05,$91.14
10/04/2023,$91.15,6166103,$89.89,$91.43,$89.81
10/03/2023,$89.48,6666600,$90.50,$91.07,$89.21
10/02/2023,$91.13,6430546,$91.05,$91.735,$90.79
09/29/2023,$91.27,7700233,$92.61,$93.06,$90.835
09/28/2023,$91.08,4736279,$91.17,$91.39,$90.2099
09/27/2023,$91.17,4731493,$92.46,$92.73,$90.38
09/26/2023,$92.00,6086633,$92.00,$92.4899,$91.18
09/25/2023,$92.74,4818844,$92.89,$93.47,$92.25
09/22/2023,$93.68,5119555,$93.43,$94.34,$93.37
09/21/2023,$93.10,6110670,$95.16,$95.32,$93.03
09/20/2023,$95.16,4576401,$95.45,$96.62,$95.05
09/19/2023,$95.29,6803740,$95.21,$95.47,$94.27
09/18/2023,$96.76,4477703,$96.30,$96.97,$96.085
09/15/2023,$96.23,8767575,$97.25,$97.47,$96.05
09/14/2023,$97.16,6039743,$96.77,$97.78,$96.25
09/13/2023,$96.93,5830190,$96.20,$97.30,$96.04
09/12/2023,$96.24,5007661,$95.50,$96.51,$95.195
09/11/2023,$95.67,5577488,$95.65,$96.23,$95.22
09/08/2023,$95.28,4755308,$95.25,$95.85,$94.75
09/07/2023,$95.10,6404088,$95.49,$95.82,$95.02
09/06/2023,$95.95,5428406,$96.42,$96.55,$95.37
09/05/2023,$96.84,5414313,$97.52,$97.81,$96.59
09/01/2023,$98.00,4747222,$98.40,$98.75,$97.035
08/31/2023,$97.44,5624545,$99.00,$99.3287,$97.28
08/30/2023,$99.24,4212191,$99.02,$99.72,$99.00
08/29/2023,$99.15,5512282,$97.36,$99.23,$97.34
08/28/2023,$97.04,5098911,$95.94,$97.20,$95.83
08/25/2023,$95.48,5360383,$95.54,$95.96,$94.505
08/24/2023,$94.83,7824509,$94.75,$95.63,$93.71
08/23/2023,$95.18,9704476,$96.42,$96.56,$94.01
08/22/2023,$96.07,3640478,$96.49,$96.74,$95.60
08/21/2023,$96.46,3753240,$97.32,$97.565,$96.16
08/18/2023,$97.23,4125998,$96.01,$97.49,$95.79
08/17/2023,$96.57,5291081,$99.00,$99.10,$96.43
08/16/2023,$98.98,3679469,$99.61,$100.09,$98.89
08/15/2023,$100.04,3203701,$100.13,$100.65,$99.78
08/14/2023,$101.01,3239300,$100.48,$101.215,$100.20
08/11/2023,$100.99,3180578,$101.40,$101.40,$100.14
